RegionID,RegionName,StateName,home_value,rent,rent_burden,rent_leftover,rent_status,required_annual_income_rent,mortgage_total_monthly,mortgage_burden,mortgage_leftover,mortgage_status,required_annual_income_buy
394671,"Hattiesburg, MS",MS,209477,1421,0.17,1602,Comfortable,74149,1419,0.17,1604,Comfortable,74115
394944,"Oshkosh, WI",WI,288168,1405,0.169,1618,Comfortable,73891,1895,0.227,1127,Comfortable,81807
394555,"Eau Claire, WI",WI,310522,1393,0.167,1629,Comfortable,73706,2031,0.244,992,Comfortable,83992
394651,"Greenville, NC",NC,254954,1768,0.212,1255,Comfortable,79747,1694,0.203,1328,Comfortable,78560
394428,"Burlington, NC",NC,289371,1710,0.205,1313,Comfortable,78814,1903,0.228,1120,Comfortable,81925
395210,"Waterloo, IA",IA,202298,1264,0.152,1759,Comfortable,71611,1375,0.165,1647,Comfortable,73413
394480,"Coeur d'Alene, ID",ID,581123,2258,0.271,764,Comfortable,87669,3670,0.44,-647,Not Viable,110444
394553,"East Stroudsburg, PA",PA,305823,2124,0.255,898,Comfortable,85503,2002,0.24,1020,Comfortable,83533
395007,"Pueblo, CO",CO,282512,1539,0.185,1483,Comfortable,76059,1861,0.223,1161,Comfortable,81254
394392,"Blacksburg, VA",VA,276337,1919,0.23,1103,Comfortable,82197,1824,0.219,1199,Comfortable,80651
395215,"Wausau, WI",WI,252003,1472,0.177,1550,Comfortable,74983,1676,0.201,1346,Comfortable,78272
394731,"Kahului, HI",HI,1087925,3954,0.475,-932,Not Viable,115041,6739,0.809,-3717,Not Viable,159985
394720,"Janesville, WI",WI,279872,1422,0.171,1601,Comfortable,74167,1845,0.221,1177,Comfortable,80996
395170,"Tupelo, MS",MS,178701,1384,0.166,1639,Comfortable,73553,1232,0.148,1790,Comfortable,71107
394393,"Bloomington, IN",IN,301620,2208,0.265,815,Comfortable,86847,1977,0.237,1046,Comfortable,83122
394930,"Odessa, TX",TX,245443,2207,0.265,815,Comfortable,86843,1637,0.196,1386,Comfortable,77631
394710,"Jackson, MI",MI,214133,1260,0.151,1763,Comfortable,71552,1447,0.174,1576,Comfortable,74570
395125,"State College, PA",PA,336356,2055,0.247,967,Comfortable,84392,2187,0.262,835,Comfortable,86518
395079,"Sebastian, FL",FL,370878,2336,0.28,687,Comfortable,88916,2396,0.288,626,Comfortable,89892
394814,"Madera, CA",CA,416949,2434,0.292,589,Comfortable,90495,2675,0.321,347,Stretched,94396
394523,"Decatur, AL",AL,226295,1359,0.163,1663,Comfortable,73155,1521,0.182,1502,Comfortable,75759
394453,"Chambersburg, PA",PA,279669,1467,0.176,1555,Comfortable,74901,1844,0.221,1179,Comfortable,80976
394703,"Idaho Falls, ID",ID,397621,1827,0.219,1196,Comfortable,80697,2558,0.307,464,Stretched,92506
394639,"Grand Junction, CO",CO,428417,1992,0.239,1031,Comfortable,83366,2745,0.329,278,Stretched,95517
394563,"Elizabethtown, KY",KY,247068,1619,0.194,1403,Comfortable,77348,1646,0.198,1376,Comfortable,77790
394917,"Niles, MI",MI,259975,1891,0.227,1132,Comfortable,81734,1725,0.207,1298,Comfortable,79051
394873,"Monroe, MI",MI,254647,1497,0.18,1526,Comfortable,75379,1692,0.203,1330,Comfortable,78530
395066,"Santa Fe, NM",NM,558240,2638,0.317,385,Stretched,93791,3531,0.424,-509,Not Viable,108207
394493,"Concord, NH",NH,484318,3175,0.381,-152,Stretched,102461,3083,0.37,-61,Stretched,100981
394314,"Alexandria, LA",LA,163958,1089,0.131,1933,Comfortable,68798,1143,0.137,1879,Comfortable,69665
394359,"Bangor, ME",ME,270855,1772,0.213,1250,Comfortable,79820,1790,0.215,1232,Comfortable,80115
394685,"Homosassa Springs, FL",FL,273355,1749,0.21,1274,Comfortable,79444,1806,0.217,1217,Comfortable,80359
394662,"Hanford, CA",CA,354469,2095,0.251,927,Comfortable,85038,2297,0.276,726,Comfortable,88288
394723,"Jefferson City, MO",MO,259813,1592,0.191,1431,Comfortable,76907,1724,0.207,1299,Comfortable,79035
394598,"Florence, AL",AL,204608,1459,0.175,1563,Comfortable,74772,1389,0.167,1633,Comfortable,73639
394537,"Dothan, AL",AL,189677,1323,0.159,1700,Comfortable,72562,1299,0.156,1724,Comfortable,72180
394306,"Albany, GA",GA,162544,1113,0.134,1909,Comfortable,69181,1134,0.136,1888,Comfortable,69527
395102,"Sioux City, IA",IA,213946,1300,0.156,1723,Comfortable,72199,1446,0.173,1577,Comfortable,74552
395223,"Wichita Falls, TX",TX,169863,1297,0.156,1726,Comfortable,72149,1179,0.141,1844,Comfortable,70243
395182,"Valdosta, GA",GA,215869,1429,0.171,1594,Comfortable,74279,1457,0.175,1565,Comfortable,74740
394800,"Logan, UT",UT,455000,1714,0.206,1309,Comfortable,78873,2906,0.349,117,Stretched,98115
394595,"Flagstaff, AZ",AZ,632165,2485,0.298,538,Comfortable,91322,3979,0.477,-956,Not Viable,115434
395036,"Rocky Mount, NC",NC,193705,1296,0.155,1727,Comfortable,72128,1323,0.159,1699,Comfortable,72573
395000,"Pottsville, PA",PA,155707,1272,0.153,1750,Comfortable,71755,1093,0.131,1929,Comfortable,68859
394515,"Dalton, GA",GA,244841,1748,0.21,1275,Comfortable,79422,1633,0.196,1390,Comfortable,77572
394783,"Lebanon, PA",PA,302257,1648,0.198,1375,Comfortable,77810,1981,0.238,1042,Comfortable,83184
394880,"Morristown, TN",TN,285340,1676,0.201,1347,Comfortable,78262,1878,0.225,1144,Comfortable,81531
395232,"Winchester, VA",VA,377770,2049,0.246,974,Comfortable,84283,2438,0.293,585,Comfortable,90566
395221,"Wheeling, WV",OH,136533,977,0.117,2046,Comfortable,66980,977,0.117,2046,Comfortable,66985
394879,"Morgantown, WV",WV,215701,1966,0.236,1057,Comfortable,82946,1456,0.175,1566,Comfortable,74723
394756,"La Crosse, WI",WI,314962,1757,0.211,1265,Comfortable,79576,2058,0.247,965,Comfortable,84426
394900,"Napa, CA",CA,886500,3621,0.434,-598,Not Viable,109652,5519,0.662,-2497,Not Viable,140295
395013,"Rapid City, SD",SD,360889,1906,0.229,1116,Comfortable,81980,2336,0.28,687,Comfortable,88916
395139,"Sumter, SC",SC,202660,1519,0.182,1503,Comfortable,75734,1377,0.165,1645,Comfortable,73449
394577,"Eureka, CA",CA,421224,2220,0.266,803,Comfortable,87048,2701,0.324,321,Stretched,94814
395117,"Springfield, OH",OH,193759,1359,0.163,1663,Comfortable,73154,1324,0.159,1699,Comfortable,72579
394668,"Harrisonburg, VA",VA,344181,1797,0.216,1226,Comfortable,80220,2235,0.268,788,Comfortable,87283
394368,"Battle Creek, MI",MI,179074,1676,0.201,1346,Comfortable,78270,1235,0.148,1788,Comfortable,71143
395094,"Sherman, TX",TX,287659,1618,0.194,1404,Comfortable,77334,1892,0.227,1130,Comfortable,81757
394821,"Manhattan, KS",KS,259453,1525,0.183,1498,Comfortable,75825,1721,0.207,1301,Comfortable,79000
394442,"Carbondale, IL",IL,145794,1075,0.129,1947,Comfortable,68575,1033,0.124,1989,Comfortable,67890
394727,"Johnstown, PA",PA,109973,912,0.109,2110,Comfortable,65943,816,0.098,2206,Comfortable,64388
394728,"Jonesboro, AR",AR,197832,1530,0.184,1493,Comfortable,75910,1348,0.162,1674,Comfortable,72977
394390,"Bismarck, ND",ND,354178,1712,0.206,1310,Comfortable,78857,2295,0.275,727,Comfortable,88260
394661,"Hammond, LA",LA,218180,1513,0.182,1510,Comfortable,75636,1471,0.177,1551,Comfortable,74966
394983,"Pittsfield, MA",MA,377301,2685,0.322,338,Stretched,94553,2435,0.292,587,Comfortable,90520
394890,"Mount Vernon, WA",WA,576657,2493,0.299,529,Comfortable,91459,3643,0.437,-620,Not Viable,110007
395153,"The Villages, FL",FL,389811,2179,0.262,843,Comfortable,86391,2511,0.301,512,Stretched,91743
394307,"Albany, OR",OR,404023,2152,0.258,870,Comfortable,85958,2597,0.312,426,Stretched,93132
394780,"Lawton, OK",OK,149271,1172,0.141,1850,Comfortable,70139,1054,0.126,1968,Comfortable,68230
394474,"Cleveland, TN",TN,302372,1506,0.181,1516,Comfortable,75532,1981,0.238,1041,Comfortable,83196
395098,"Sierra Vista, AZ",AZ,258115,1600,0.192,1422,Comfortable,77047,1713,0.206,1309,Comfortable,78869
394325,"Ames, IA",IA,281789,1554,0.187,1468,Comfortable,76304,1857,0.223,1166,Comfortable,81184
394824,"Mansfield, OH",OH,185869,1221,0.147,1802,Comfortable,70924,1276,0.153,1747,Comfortable,71807
395128,"Staunton, VA",VA,318576,1645,0.197,1378,Comfortable,77764,2079,0.25,943,Comfortable,84780
394353,"Augusta, ME",ME,308862,1853,0.222,1169,Comfortable,81130,2021,0.242,1002,Comfortable,83830
394321,"Altoona, PA",PA,166290,1219,0.146,1804,Comfortable,70888,1157,0.139,1865,Comfortable,69893
394905,"New Bern, NC",NC,253552,1587,0.19,1435,Comfortable,76832,1686,0.202,1337,Comfortable,78423
394588,"Farmington, NM",NM,259739,1629,0.195,1394,Comfortable,77508,1723,0.207,1299,Comfortable,79028
395120,"St. Joseph, MO",MO,202862,1005,0.121,2018,Comfortable,67436,1379,0.165,1644,Comfortable,73468
395054,"San Angelo, TX",TX,241928,1585,0.19,1437,Comfortable,76806,1615,0.194,1407,Comfortable,77287
395218,"Wenatchee, WA",WA,527074,2456,0.295,567,Comfortable,90850,3342,0.401,-320,Not Viable,105161
394949,"Owensboro, KY",KY,202019,1561,0.187,1462,Comfortable,76404,1374,0.165,1649,Comfortable,73386
394778,"Lawrence, KS",KS,324954,1947,0.234,1076,Comfortable,82639,2118,0.254,904,Comfortable,85403
394635,"Goldsboro, NC",NC,176307,1442,0.173,1580,Comfortable,74492,1218,0.146,1805,Comfortable,70873
395213,"Watertown, NY",NY,217090,1682,0.202,1341,Comfortable,78364,1465,0.176,1558,Comfortable,74859
395089,"Sheboygan, WI",WI,309391,1253,0.15,1769,Comfortable,71446,2024,0.243,999,Comfortable,83882
395217,"Weirton, WV",OH,126878,993,0.119,2029,Comfortable,67245,918,0.11,2104,Comfortable,66041
394867,"Missoula, MT",MT,562922,2336,0.28,687,Comfortable,88919,3559,0.427,-537,Not Viable,108665
394407,"Bozeman, MT",MT,731057,2610,0.313,413,Stretched,93339,4578,0.549,-1555,Not Viable,125100
394333,"Anniston, AL",AL,167123,1216,0.146,1806,Comfortable,70850,1162,0.139,1860,Comfortable,69975
394374,"Beckley, WV",WV,144686,1094,0.131,1929,Comfortable,68869,1026,0.123,1996,Comfortable,67782
395225,"Williamsport, PA",PA,224602,1812,0.217,1210,Comfortable,80471,1510,0.181,1512,Comfortable,75594
394423,"Brunswick, GA",GA,306986,2079,0.249,944,Comfortable,84766,2009,0.241,1013,Comfortable,83647
753872,"California, MD",MD,425847,2374,0.285,648,Comfortable,89535,2729,0.327,293,Stretched,95266
395173,"Twin Falls, ID",ID,371364,1871,0.225,1151,Comfortable,81417,2399,0.288,623,Comfortable,89940
394495,"Cookeville, TN",TN,285761,1759,0.211,1264,Comfortable,79602,1881,0.226,1142,Comfortable,81572
394893,"Muncie, IN",IN,159690,1305,0.157,1717,Comfortable,72281,1117,0.134,1905,Comfortable,69248
394857,"Michigan City, IN",IN,246788,1479,0.178,1543,Comfortable,75091,1645,0.197,1378,Comfortable,77762
395039,"Roseburg, OR",OR,339426,1591,0.191,1432,Comfortable,76894,2206,0.265,817,Comfortable,86818
394804,"Longview, WA",WA,412674,1926,0.231,1097,Comfortable,82299,2649,0.318,373,Stretched,93978
394734,"Kankakee, IL",IL,211147,1630,0.196,1393,Comfortable,77518,1429,0.171,1594,Comfortable,74278
395095,"Show Low, AZ",AZ,391671,2173,0.261,850,Comfortable,86288,2522,0.303,500,Stretched,91925
395023,"Richmond, KY",KY,256679,1464,0.176,1559,Comfortable,74843,1705,0.205,1318,Comfortable,78729
395168,"Tullahoma, TN",TN,309018,1686,0.202,1336,Comfortable,78431,2022,0.243,1001,Comfortable,83845
395222,"Whitewater, WI",WI,402242,2209,0.265,813,Comfortable,86877,2586,0.31,436,Stretched,92958
394709,"Ithaca, NY",NY,342432,2548,0.306,475,Stretched,92338,2224,0.267,799,Comfortable,87112
394637,"Grand Forks, ND",MN,265423,1568,0.188,1455,Comfortable,76519,1758,0.211,1265,Comfortable,79584
394524,"Decatur, IL",IL,118301,1106,0.133,1916,Comfortable,69075,866,0.104,2156,Comfortable,65202
394762,"LaGrange, GA",GA,196157,1368,0.164,1655,Comfortable,73295,1338,0.161,1684,Comfortable,72813
394369,"Bay City, MI",MI,172912,1106,0.133,1917,Comfortable,69065,1197,0.144,1825,Comfortable,70541
394620,"Gadsden, AL",AL,181243,944,0.113,2079,Comfortable,66451,1248,0.15,1775,Comfortable,71355
394733,"Kalispell, MT",MT,636753,2714,0.326,309,Stretched,95016,4007,0.481,-984,Not Viable,115882
394518,"Danville, VA",VA,160956,1253,0.15,1770,Comfortable,71439,1125,0.135,1898,Comfortable,69372
394823,"Mankato, MN",MN,298460,1791,0.215,1232,Comfortable,80122,1958,0.235,1065,Comfortable,82813
394794,"Lima, OH",OH,183895,1378,0.165,1644,Comfortable,73466,1264,0.152,1759,Comfortable,71614
395166,"Truckee, CA",CA,599984,2712,0.325,311,Stretched,94989,3784,0.454,-761,Not Viable,112288
395080,"Sebring, FL",FL,234023,1611,0.193,1411,Comfortable,77223,1567,0.188,1455,Comfortable,76514
394462,"Cheyenne, WY",WY,378048,1868,0.224,1154,Comfortable,81367,2440,0.293,583,Comfortable,90593
394689,"Hot Springs, AR",AR,238957,1532,0.184,1491,Comfortable,75941,1597,0.192,1425,Comfortable,76997
395090,"Shelby, NC",NC,202447,1270,0.152,1753,Comfortable,71714,1376,0.165,1646,Comfortable,73428
394542,"Dubuque, IA",IA,265435,1503,0.18,1520,Comfortable,75470,1758,0.211,1265,Comfortable,79585
753912,"Pinehurst, NC",NC,413243,2135,0.256,887,Comfortable,85679,2653,0.318,370,Stretched,94033
395038,"Rome, GA",GA,228127,1365,0.164,1657,Comfortable,73255,1532,0.184,1491,Comfortable,75938
395086,"Sevierville, TN",TN,398665,1944,0.233,1079,Comfortable,82586,2565,0.308,458,Stretched,92608
394882,"Moses Lake, WA",WA,356589,1912,0.229,1110,Comfortable,82084,2310,0.277,713,Comfortable,88495
394441,"Cape Girardeau, MO",MO,221855,1350,0.162,1672,Comfortable,73008,1494,0.179,1529,Comfortable,75325
394311,"Albertville, AL",AL,233246,1529,0.184,1493,Comfortable,75898,1563,0.188,1460,Comfortable,76438
394580,"Fairbanks, AK",AK,297469,2147,0.258,875,Comfortable,85870,1952,0.234,1071,Comfortable,82716
394410,"Brainerd, MN",MN,343590,1309,0.157,1713,Comfortable,72347,2231,0.268,792,Comfortable,87225
394513,"Cumberland, MD",MD,160519,1117,0.134,1906,Comfortable,69240,1122,0.135,1900,Comfortable,69329
394505,"Corvallis, OR",OR,552070,2370,0.284,653,Comfortable,89466,3494,0.419,-471,Not Viable,107604
394988,"Pocatello, ID",ID,339790,1679,0.201,1343,Comfortable,78318,2208,0.265,815,Comfortable,86853
394501,"Corning, NY",NY,163754,1471,0.177,1551,Comfortable,74963,1142,0.137,1881,Comfortable,69646
395140,"Sunbury, PA",PA,158431,1031,0.124,1991,Comfortable,67859,1110,0.133,1913,Comfortable,69125
395175,"Ukiah, CA",CA,483191,2100,0.252,923,Comfortable,85111,3076,0.369,-54,Stretched,100871
753887,"Hermiston, OR",OR,303850,1730,0.208,1292,Comfortable,79141,1990,0.239,1032,Comfortable,83340
394964,"Parkersburg, WV",WV,166733,1345,0.161,1678,Comfortable,72925,1160,0.139,1863,Comfortable,69937
394980,"Pine Bluff, AR",AR,95150,899,0.108,2123,Comfortable,65730,726,0.087,2296,Comfortable,62939
394641,"Grants Pass, OR",OR,385887,1795,0.215,1227,Comfortable,80193,2487,0.298,535,Comfortable,91359
394511,"Cullman, AL",AL,248767,1579,0.189,1444,Comfortable,76696,1657,0.199,1366,Comfortable,77956
394809,"Lufkin, TX",TX,196929,1400,0.168,1623,Comfortable,73813,1343,0.161,1680,Comfortable,72888
394925,"Oak Harbor, WA",WA,633789,2491,0.299,532,Comfortable,91420,3989,0.479,-966,Not Viable,115592
394942,"Orangeburg, SC",SC,154753,1183,0.142,1839,Comfortable,70316,1087,0.13,1935,Comfortable,68766
394644,"Great Falls, MT",MT,332025,1852,0.222,1171,Comfortable,81105,2161,0.259,862,Comfortable,86094
395042,"Russellville, AR",AR,192981,1050,0.126,1973,Comfortable,68164,1319,0.158,1704,Comfortable,72502
394859,"Midland, MI",MI,228608,1727,0.207,1296,Comfortable,79089,1535,0.184,1488,Comfortable,75985
394755,"Kokomo, IN",IN,184289,1136,0.136,1887,Comfortable,69552,1266,0.152,1756,Comfortable,71653
394395,"Bloomsburg, PA",PA,238340,1458,0.175,1565,Comfortable,74742,1594,0.191,1429,Comfortable,76936
394675,"Helena, MT",MT,464507,2141,0.257,882,Comfortable,85770,2963,0.356,59,Stretched,99045
394744,"Key West, FL",FL,987738,4381,0.526,-1359,Not Viable,121926,6132,0.736,-3110,Not Viable,150191
395145,"Talladega, AL",AL,174460,1169,0.14,1854,Comfortable,70079,1207,0.145,1816,Comfortable,70692
395133,"Stillwater, OK",OK,232762,1596,0.192,1426,Comfortable,76983,1560,0.187,1463,Comfortable,76391
394489,"Columbus, IN",IN,268418,1687,0.202,1336,Comfortable,78439,1776,0.213,1247,Comfortable,79877
394345,"Athens, TX",TX,267588,1447,0.174,1576,Comfortable,74567,1771,0.212,1252,Comfortable,79795
394452,"Centralia, WA",WA,423140,1945,0.233,1078,Comfortable,82609,2713,0.326,310,Stretched,95001
394822,"Manitowoc, WI",WI,247514,915,0.11,2108,Comfortable,65985,1649,0.198,1373,Comfortable,77833
394682,"Hinesville, GA",GA,255441,1758,0.211,1264,Comfortable,79595,1697,0.204,1325,Comfortable,78608
395126,"Statesboro, GA",GA,284364,1727,0.207,1295,Comfortable,79095,1872,0.225,1150,Comfortable,81435
394445,"Casper, WY",WY,305509,1348,0.162,1674,Comfortable,72979,2000,0.24,1022,Comfortable,83502
395231,"Wilson, NC",NC,216734,1482,0.178,1540,Comfortable,75145,1463,0.176,1560,Comfortable,74824
753881,"Glenwood Springs, CO",CO,936270,14732,1.768,-11709,Not Viable,288985,5821,0.698,-2798,Not Viable,145160
395085,"Seneca, SC",SC,279123,1604,0.193,1418,Comfortable,77113,1841,0.221,1182,Comfortable,80923
394866,"Minot, ND",ND,265099,1657,0.199,1366,Comfortable,77956,1756,0.211,1267,Comfortable,79552
395077,"Searcy, AR",AR,201746,1498,0.18,1524,Comfortable,75400,1372,0.165,1651,Comfortable,73359
394638,"Grand Island, NE",NE,251195,1446,0.174,1577,Comfortable,74553,1671,0.201,1351,Comfortable,78193
394994,"Port Angeles, WA",WA,490547,2139,0.257,884,Comfortable,85739,3121,0.375,-99,Stretched,101590
394699,"Huntsville, TX",TX,266730,1679,0.201,1344,Comfortable,78314,1765,0.212,1257,Comfortable,79712
394674,"Heber, UT",UT,1173644,3773,0.453,-750,Not Viable,112110,7258,0.871,-4236,Not Viable,168364
395062,"Sandusky, OH",OH,222144,1733,0.208,1290,Comfortable,79182,1495,0.179,1527,Comfortable,75353
394593,"Findlay, OH",OH,228540,1448,0.174,1575,Comfortable,74580,1534,0.184,1488,Comfortable,75978
394614,"Frankfort, KY",KY,247302,1466,0.176,1556,Comfortable,74880,1648,0.198,1375,Comfortable,77812
394516,"Danville, IL",IL,93026,875,0.105,2148,Comfortable,65334,713,0.086,2309,Comfortable,62732
394298,"Aberdeen, WA",WA,319455,1803,0.216,1219,Comfortable,80321,2085,0.25,938,Comfortable,84866
753893,"Jefferson, GA",GA,399311,2268,0.272,755,Comfortable,87815,2568,0.308,454,Stretched,92672
394736,"Kapaa, HI",HI,1038986,5000,0.6,-1977,Not Viable,131917,6443,0.773,-3420,Not Viable,155201
394955,"Palatka, FL",FL,209659,1453,0.174,1569,Comfortable,74674,1420,0.17,1603,Comfortable,74133
395088,"Shawnee, OK",OK,187878,1106,0.133,1916,Comfortable,69071,1288,0.155,1735,Comfortable,72004
395132,"Stevens Point, WI",WI,301354,1562,0.188,1460,Comfortable,76436,1975,0.237,1047,Comfortable,83096
394647,"Greeneville, TN",TN,239754,1408,0.169,1614,Comfortable,73948,1602,0.192,1420,Comfortable,77075
394655,"Greenwood, SC",SC,166506,1436,0.172,1587,Comfortable,74391,1158,0.139,1864,Comfortable,69915
394764,"Lake City, FL",FL,265608,1527,0.183,1495,Comfortable,75866,1759,0.211,1264,Comfortable,79602
394752,"Klamath Falls, OR",OR,306750,1500,0.18,1522,Comfortable,75429,2008,0.241,1015,Comfortable,83624
394877,"Morehead City, NC",NC,467449,1941,0.233,1081,Comfortable,82545,2981,0.358,41,Stretched,99332
394472,"Clearlake, CA",CA,300842,1993,0.239,1030,Comfortable,83377,1972,0.237,1050,Comfortable,83046
394305,"Alamogordo, NM",NM,227311,1582,0.19,1441,Comfortable,76743,1527,0.183,1496,Comfortable,75858
395027,"Roanoke Rapids, NC",NC,100448,1388,0.166,1635,Comfortable,73611,758,0.091,2264,Comfortable,63457
394897,"Muskogee, OK",OK,151011,1064,0.128,1958,Comfortable,68392,1065,0.128,1958,Comfortable,68400
394885,"Mount Pleasant, MI",MI,214430,1468,0.176,1555,Comfortable,74907,1449,0.174,1574,Comfortable,74599
395016,"Red Bluff, CA",CA,308579,1683,0.202,1339,Comfortable,78382,2019,0.242,1004,Comfortable,83802
395040,"Roswell, NM",NM,165793,1315,0.158,1708,Comfortable,72434,1154,0.138,1868,Comfortable,69845
395092,"Shelton, WA",WA,445790,2400,0.288,623,Comfortable,89951,2850,0.342,173,Stretched,97215
394540,"Dublin, GA",GA,163433,1272,0.153,1750,Comfortable,71755,1140,0.137,1883,Comfortable,69614
395105,"Somerset, KY",KY,168463,1254,0.15,1768,Comfortable,71459,1170,0.14,1852,Comfortable,70106
394496,"Coos Bay, OR",OR,344143,1665,0.2,1358,Comfortable,78090,2234,0.268,788,Comfortable,87279
395020,"Rexburg, ID",ID,420639,1690,0.203,1332,Comfortable,78500,2698,0.324,325,Stretched,94756
394343,"Athens, OH",OH,177513,1437,0.172,1586,Comfortable,74406,1225,0.147,1797,Comfortable,70990
395063,"Sanford, NC",NC,287694,1839,0.221,1183,Comfortable,80901,1892,0.227,1130,Comfortable,81761
394570,"Enid, OK",OK,137531,1250,0.15,1773,Comfortable,71387,983,0.118,2040,Comfortable,67082
395199,"Walla Walla, WA",WA,408337,1921,0.23,1102,Comfortable,82219,2623,0.315,399,Stretched,93554
394701,"Hutchinson, KS",KS,147787,876,0.105,2146,Comfortable,65356,1045,0.125,1977,Comfortable,68085
394693,"Hudson, NY",NY,461448,3837,0.46,-814,Not Viable,113144,2945,0.353,78,Stretched,98746
395124,"Starkville, MS",MS,244688,1549,0.186,1474,Comfortable,76214,1632,0.196,1391,Comfortable,77557
394443,"Carlsbad, NM",NM,229243,1750,0.21,1273,Comfortable,79462,1538,0.185,1484,Comfortable,76047
394509,"Crossville, TN",TN,302868,1737,0.208,1286,Comfortable,79247,1984,0.238,1038,Comfortable,83244
395049,"Salina, KS",KS,170640,1161,0.139,1862,Comfortable,69955,1183,0.142,1839,Comfortable,70319
394490,"Columbus, MS",MS,177924,1587,0.19,1436,Comfortable,76830,1228,0.147,1795,Comfortable,71031
394336,"Ardmore, OK",OK,177187,1098,0.132,1924,Comfortable,68944,1223,0.147,1799,Comfortable,70959
394592,"Fernley, NV",NV,402322,2079,0.249,944,Comfortable,84769,2587,0.31,436,Stretched,92966
394444,"Carson City, NV",NV,484285,2248,0.27,775,Comfortable,87499,3083,0.37,-61,Stretched,100978
394432,"Calhoun, GA",GA,271347,1789,0.215,1233,Comfortable,80099,1793,0.215,1229,Comfortable,80163
394582,"Fairmont, WV",WV,158448,1150,0.138,1873,Comfortable,69778,1110,0.133,1913,Comfortable,69127
394621,"Gaffney, SC",SC,178476,1224,0.147,1799,Comfortable,70964,1231,0.148,1792,Comfortable,71085
394411,"Branson, MO",MO,270600,1772,0.213,1250,Comfortable,79823,1789,0.215,1234,Comfortable,80090
394446,"Cedar City, UT",UT,407588,1603,0.192,1419,Comfortable,77095,2619,0.314,404,Stretched,93481
394951,"Oxford, MS",MS,397607,2821,0.338,202,Stretched,96741,2558,0.307,464,Stretched,92505
394721,"Jasper, IN",IN,233704,1412,0.169,1610,Comfortable,74015,1565,0.188,1457,Comfortable,76483
394556,"Edwards, CO",CO,1441675,5049,0.606,-2026,Not Viable,132701,8882,1.066,-5859,Not Viable,194565
394547,"Durango, CO",CO,692432,2539,0.305,483,Stretched,92201,4344,0.521,-1321,Not Viable,121325
394750,"Kinston, NC",NC,144683,1079,0.13,1943,Comfortable,68635,1026,0.123,1996,Comfortable,67781
394566,"Elko, NV",NV,356205,1892,0.227,1131,Comfortable,81748,2307,0.277,715,Comfortable,88458
395122,"St. Marys, GA",GA,301914,1845,0.221,1177,Comfortable,80996,1979,0.237,1044,Comfortable,83151
394402,"Boone, NC",NC,511499,1999,0.24,1023,Comfortable,83484,3248,0.39,-225,Stretched,103638
395204,"Warrensburg, MO",MO,272424,1303,0.156,1720,Comfortable,72245,1800,0.216,1223,Comfortable,80268
394604,"Fort Leonard Wood, MO",MO,222289,1509,0.181,1514,Comfortable,75572,1496,0.18,1526,Comfortable,75367
394562,"Elizabeth City, NC",NC,261832,1581,0.19,1441,Comfortable,76742,1736,0.208,1287,Comfortable,79233
394344,"Athens, TN",TN,246911,1253,0.15,1769,Comfortable,71446,1645,0.197,1377,Comfortable,77774
394571,"Enterprise, AL",AL,172649,1370,0.164,1652,Comfortable,73336,1196,0.143,1827,Comfortable,70515
394339,"Ashland, OH",OH,233562,1037,0.124,1986,Comfortable,67949,1565,0.188,1458,Comfortable,76469
394861,"Milledgeville, GA",GA,228713,1269,0.152,1754,Comfortable,71692,1535,0.184,1487,Comfortable,75995
394742,"Kerrville, TX",TX,371660,1923,0.231,1099,Comfortable,82260,2401,0.288,622,Comfortable,89969
394363,"Bartlesville, OK",OK,181026,1071,0.129,1952,Comfortable,68500,1246,0.15,1776,Comfortable,71334
394503,"Corsicana, TX",TX,218782,1620,0.194,1403,Comfortable,77364,1475,0.177,1547,Comfortable,75025
394838,"Mason City, IA",IA,188829,1000,0.12,2023,Comfortable,67357,1294,0.155,1729,Comfortable,72097
394954,"Pahrump, NV",NV,355917,1846,0.222,1176,Comfortable,81020,2306,0.277,717,Comfortable,88430
753905,"Newport, OR",OR,483788,2366,0.284,657,Comfortable,89401,3080,0.37,-58,Stretched,100929
753911,"Ozark, AL",AL,157537,1308,0.157,1715,Comfortable,72325,1104,0.132,1918,Comfortable,69038
394628,"Gardnerville Ranchos, NV",NV,684505,2519,0.302,504,Stretched,91866,4296,0.515,-1273,Not Viable,120550
394608,"Fort Polk South, LA",LA,160717,1412,0.169,1610,Comfortable,74015,1123,0.135,1899,Comfortable,69349
394437,"Ca-¦on City, CO",CO,336731,1403,0.168,1620,Comfortable,73858,2189,0.263,833,Comfortable,86554
394478,"Clovis, NM",NM,154267,1380,0.166,1643,Comfortable,73484,1084,0.13,1938,Comfortable,68718
395043,"Ruston, LA",LA,216140,1051,0.126,1972,Comfortable,68173,1459,0.175,1563,Comfortable,74766
395097,"Sidney, OH",OH,234724,1400,0.168,1623,Comfortable,73813,1572,0.189,1451,Comfortable,76583
395008,"Pullman, WA",WA,315057,2400,0.288,623,Comfortable,89953,2058,0.247,964,Comfortable,84436
394527,"Del Rio, TX",TX,208112,1712,0.206,1310,Comfortable,78857,1410,0.169,1612,Comfortable,73981
394876,"Montrose, CO",CO,483044,2067,0.248,955,Comfortable,84582,3076,0.369,-53,Stretched,100857
